epoch,lr-AdamW,step,test/loss,test/mae,test/pearson,test/rmse,train/loss_epoch,train/loss_step,train/mae,train/pearson,train/rmse,val/loss,val/mae,val/pearson,val/rmse
,0.0005,0,,,,,,,,,,,,,
0,,9,,,,,,10.089372634887695,,,,,,,
0,,19,,,,,,9.76102066040039,,,,,,,
0,,29,,,,,,2.8163912296295166,,,,,,,
0,,39,,,,,,2.262366771697998,,,,,,,
0,,49,,,,,,3.9813296794891357,,,,,,,
0,,59,,,,,,3.9957501888275146,,,,,,,
0,,69,,,,,,2.919534683227539,,,,,,,
0,,79,,,,,,2.2564404010772705,,,,,,,
0,,89,,,,,,4.409974575042725,,,,,,,
0,,99,,,,,,2.995211124420166,,,,,,,
0,,109,,,,,,4.483233451843262,,,,,,,
0,,119,,,,,,3.7367401123046875,,,,,,,
0,,129,,,,,,5.8311614990234375,,,,,,,
0,,139,,,,,,2.3943674564361572,,,,,,,
0,,149,,,,,,9.687366485595703,,,,,,,
0,,159,,,,,,4.56715726852417,,,,,,,
0,,169,,,,,,2.6587533950805664,,,,,,,
0,,179,,,,,,4.3963847160339355,,,,,,,
0,,189,,,,,,3.1432580947875977,,,,,,,
0,,199,,,,,,2.2068517208099365,,,,,,,
0,,209,,,,,,5.061311721801758,,,,,,,
0,,219,,,,,,4.184423446655273,,,,,,,
0,,229,,,,,,5.548717021942139,,,,,,,
0,,239,,,,,,2.946800947189331,,,,,,,
0,,249,,,,,,2.400789737701416,,,,,,,
0,,259,,,,,,2.7498106956481934,,,,,,,
0,,269,,,,,,6.285191535949707,,,,,,,
0,,279,,,,,,5.868093490600586,,,,,,,
0,,289,,,,,,3.2223010063171387,,,,,,,
0,,299,,,,,,5.3064284324646,,,,,,,
0,,309,,,,,,3.7871227264404297,,,,,,,
0,,319,,,,,,6.747108459472656,,,,,,,
0,,329,,,,,,4.9440388679504395,,,,,,,
0,,339,,,,,,2.0848217010498047,,,,,,,
0,,349,,,,,,3.7654521465301514,,,,,,,
0,,359,,,,,,2.616544246673584,,,,,,,
0,,369,,,,,,5.040947914123535,,,,,,,
0,,379,,,,,,4.207123279571533,,,,,,,
0,,389,,,,,,1.5324448347091675,,,,,,,
0,,399,,,,,,4.494818210601807,,,,,,,
0,,409,,,,,,1.9556174278259277,,,,,,,
0,,419,,,,,,3.8606600761413574,,,,,,,
0,,429,,,,,,4.503104209899902,,,,,,,
0,,437,,,,,,,,,,3.7085325717926025,1.5226150751113892,0.32766592502593994,1.9257550239562988
0,,437,,,,,4.6459126472473145,,1.723389744758606,0.16675476729869843,2.15543794631958,,,,
,0.0005,438,,,,,,,,,,,,,
1,,439,,,,,,4.5670881271362305,,,,,,,
1,,449,,,,,,3.845675230026245,,,,,,,
1,,459,,,,,,3.1184308528900146,,,,,,,
1,,469,,,,,,3.3299243450164795,,,,,,,
1,,479,,,,,,5.520122528076172,,,,,,,
1,,489,,,,,,2.018545627593994,,,,,,,
1,,499,,,,,,4.986419677734375,,,,,,,
1,,509,,,,,,3.394026041030884,,,,,,,
1,,519,,,,,,3.113081932067871,,,,,,,
1,,529,,,,,,4.338059425354004,,,,,,,
1,,539,,,,,,3.761314868927002,,,,,,,
1,,549,,,,,,3.193725109100342,,,,,,,
1,,559,,,,,,4.109775066375732,,,,,,,
1,,569,,,,,,2.8210601806640625,,,,,,,
1,,579,,,,,,3.348130226135254,,,,,,,
1,,589,,,,,,6.932762622833252,,,,,,,
1,,599,,,,,,3.0548324584960938,,,,,,,
1,,609,,,,,,1.632050633430481,,,,,,,
1,,619,,,,,,1.9761254787445068,,,,,,,
1,,629,,,,,,6.1834211349487305,,,,,,,
1,,639,,,,,,4.345992088317871,,,,,,,
1,,649,,,,,,3.6170461177825928,,,,,,,
1,,659,,,,,,1.4905376434326172,,,,,,,
1,,669,,,,,,2.4759950637817383,,,,,,,
1,,679,,,,,,2.7115306854248047,,,,,,,
1,,689,,,,,,4.617959022521973,,,,,,,
1,,699,,,,,,3.911051034927368,,,,,,,
1,,709,,,,,,2.545625925064087,,,,,,,
